,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
6060,11826400,K06091.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.889372452,1.92e-07,-1.92e-07,134.779685,2.62e-05,-2.62e-05,0.403,0.021,-0.011,4.94674,0.00088,-0.00088,56841.0,16.6,-16.6,50.78,13.02,-17.36,1695.0,,,1951.4,1485.07,-1238.46,4146.7,1.0,q1_q17_dr25_tce,7249.0,201.0,-302.0,3.993,0.266,-0.143,2.071,0.531,-0.708,19h50m03.22s,+50d04m29.3s,12.472,
6061,12010534,K06092.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.581595167,1.064e-06,-1.064e-06,132.947414,0.000349,-0.000349,0.124,0.074,-0.049,4.9153,0.0237,-0.0237,171132.0,614.0,-614.0,40.94,11.59,-6.25,1328.0,,,735.27,609.16,-267.06,338.2,1.0,q1_q17_dr25_tce,5720.0,152.0,-169.0,4.407,0.12,-0.18,0.989,0.28,-0.151,19h20m06.44s,+50d27m19.4s,15.35,
6093,3344427,K03764.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.303570451,3.24e-07,-3.24e-07,146.145985,0.000277,-0.000277,0.548,0.027,-0.023,2.28163,0.00616,-0.00616,332340.0,723.0,-723.0,235.58,130.7,-70.4,2720.0,,,12920.56,22282.74,-7126.36,573.2,1.0,q1_q17_dr25_tce,4884.0,148.0,-111.0,3.279,0.32,-0.32,3.584,1.989,-1.071,19h28m00.57s,+38d26m06.7s,15.832,
6094,6205481,K03774.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,3.72277264,2.289e-05,-2.289e-05,136.51757,0.00562,-0.00562,1.2672,0.3721,-0.0945,15.869,0.331,-0.331,1114.6,16.8,-16.8,22.78,4.34,-1.66,945.0,,,188.82,122.78,-47.06,58.1,,,5333.0,207.0,-178.0,4.633,0.033,-0.107,0.688,0.131,-0.05,19h27m56.68s,+41d33m25.3s,15.673,
6095,4474637,K03829.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.886730304,9.626e-06,-9.626e-06,135.0201,0.00273,-0.00273,0.0,0.032,0.0,16.1723,0.0736,-0.0736,372425.0,1728.0,-1728.0,61.58,0.0,0.0,1158.0,,,424.65,0.0,0.0,280.6,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h37m21.79s,+39d33m47.2s,16.81,
6100,4150611,K03156.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,0.761119678,3.672e-06,-3.672e-06,131.68986,0.00399,-0.00399,1.129,20.8,-0.179,1.43,0.259,-0.259,1112.0,154.0,-154.0,27.81,6.87,-11.17,2977.0,,,18660.94,13763.8,-12869.27,9.7,4.0,q1_q17_dr25_tce,6911.0,194.0,-242.0,4.038,0.406,-0.145,1.501,0.371,-0.603,19h18m58.20s,+39d16m01.4s,7.899,
6102,5716244,K06619.01,,FALSE POSITIVE,FALSE POSITIVE,0.672,0,1,0,0,1.330333096,2.82e-07,-2.82e-07,132.785555,0.000176,-0.000176,0.692,0.004,-0.002,5.045,0.015,-0.015,61867.0,127.0,-127.0,24.3,6.62,-2.36,1634.0,,,1691.25,1366.66,-495.34,700.5,1.0,q1_q17_dr25_tce,5984.0,167.0,-209.0,4.521,0.048,-0.192,0.906,0.247,-0.088,19h39m50.46s,+40d59m13.1s,15.423,
6112,6695889,K06757.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,1.106560721,1.32e-07,-1.32e-07,132.3745985,9.89e-05,-9.89e-05,0.531,0.187,-0.06,2.64151,0.0037,-0.0037,253683.0,468.0,-468.0,47.63,13.97,-4.37,1782.0,,,2382.7,2068.44,-677.61,643.6,1.0,q1_q17_dr25_tce,6205.0,174.0,-217.0,4.534,0.048,-0.204,0.873,0.256,-0.08,19h32m25.78s,+42d07m21.3s,15.415,
6113,6697716,K06758.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.721624431,1.05e-07,-1.05e-07,131.859672,0.000121,-0.000121,0.855,0.04,-0.032,2.54242,0.00612,-0.00612,157754.0,241.0,-241.0,40.61,4.94,-4.03,1604.0,,,1560.97,647.76,-438.96,514.4,1.0,q1_q17_dr25_tce,5067.0,151.0,-151.0,4.565,0.071,-0.065,0.715,0.087,-0.071,19h34m22.72s,+42d08m35.1s,14.424,
6118,7597703,K06891.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.608901433,4.04e-07,-4.04e-07,133.9949845,7.31e-05,-7.31e-05,0.386,0.003,-0.001,8.73393,0.00391,-0.00391,378548.0,272.0,-272.0,48.72,10.2,-3.42,1007.0,,,242.9,152.41,-54.77,2624.6,1.0,q1_q17_dr25_tce,5938.0,161.0,-161.0,4.605,0.036,-0.153,0.755,0.158,-0.053,19h13m29.79s,+43d17m39.5s,15.322,
6119,7605600,K06893.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.326193904,4.12e-07,-4.12e-07,133.329774,0.000104,-0.000104,0.001,0.146,-0.001,2.08375,0.00683,-0.00683,178470.0,347.0,-347.0,14.72,1.26,-1.44,521.0,,,17.41,4.25,-3.97,502.0,1.0,q1_q17_dr25_tce,3520.0,47.0,-47.0,4.906,0.035,-0.032,0.349,0.03,-0.034,19h24m36.16s,+43d17m07.1s,14.888,
6122,8316503,K07019.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.065329723,1.29e-07,-1.29e-07,134.9819163,2.1e-05,-2.1e-05,0.725,0.012,-0.007,4.90392,0.00071,-0.00071,155614.0,24.0,-24.0,60.35,16.94,-12.34,1315.0,,,705.6,580.75,-314.53,5497.0,1.0,q1_q17_dr25_tce,6350.0,170.0,-207.0,4.233,0.185,-0.185,1.286,0.361,-0.263,19h49m11.48s,+44d16m54.0s,13.955,
6123,8330575,K07020.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.957079167,3.6e-08,-3.6e-08,131.7737065,3.09e-05,-3.09e-05,1.135,0.014,-0.024,3.85011,0.00094,-0.00094,48673.6,20.7,-20.7,72.76,19.92,-19.93,2441.0,,,8421.62,6809.43,-4548.45,3062.6,1.0,q1_q17_dr25_tce,6367.0,175.0,-214.0,4.133,0.252,-0.168,1.468,0.402,-0.402,20h04m05.02s,+44d13m56.1s,13.484,
6127,9278021,K07152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.359470825,4.56e-07,-4.56e-07,133.952372,0.000111,-0.000111,1.281,0.187,-0.092,2.14715,0.0046,-0.0046,2707.8,3.9,-3.9,129.93,22.73,-53.06,2421.0,,,8125.7,4341.07,-5635.01,504.1,1.0,q1_q17_dr25_tce,6587.0,176.0,-215.0,3.531,0.36,-0.112,3.514,0.615,-1.435,19h22m36.02s,+45d46m56.7s,12.983,
6130,9291368,K07155.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.796448299,9.994e-06,-9.994e-06,131.37037,0.0037,-0.0037,0.249,0.005,-0.004,11.5917,0.0103,-0.0103,522879.0,633.0,-633.0,232.39,20.44,-109.0,2577.0,,,10412.56,3508.68,-7931.36,1487.2,1.0,q1_q17_dr25_tce,8117.0,251.0,-334.0,3.748,0.442,-0.078,3.07,0.27,-1.44,19h43m18.28s,+45d47m15.5s,14.005,
6131,9291368,K07155.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.79654367,6.114e-05,-6.114e-05,133.2353,0.0226,-0.0226,1.081,0.069,-0.07,11.4071,0.0549,-0.0549,70781.0,304.0,-304.0,159.34,14.01,-74.74,2577.0,,,10412.56,3508.68,-7931.36,283.7,2.0,q1_q17_dr25_tce,8117.0,251.0,-334.0,3.748,0.442,-0.078,3.07,0.27,-1.44,19h43m18.28s,+45d47m15.5s,14.005,
6134,9328852,K07159.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.64585177,4.6e-08,-4.6e-08,131.889136,5.89e-05,-5.89e-05,1.138,0.161,-0.169,1.97644,0.00624,-0.00624,308504.0,170.0,-170.0,51.1,3.2,-6.07,1234.0,,,543.24,142.93,-178.13,808.3,2.0,q1_q17_dr25_tce,4399.0,125.0,-156.0,4.788,0.075,-0.03,0.463,0.029,-0.055,18h59m59.31s,+45d53m12.1s,15.33,
6135,10091257,K07284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.70192371,4.22e-07,-4.22e-07,131.955498,0.000194,-0.000194,0.906,0.401,-0.046,3.0271,0.0121,-0.0121,49833.0,168.0,-168.0,40.15,6.65,-6.65,1704.0,,,1993.63,863.01,-678.5,351.1,1.0,q1_q17_dr25_tce,5826.0,78.0,-78.0,4.273,0.125,-0.112,1.262,0.209,-0.209,19h50m02.37s,+47d03m16.2s,12.533,
6137,10095512,K07286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.008602107,6.04e-07,-6.04e-07,132.923023,0.000153,-0.000153,0.948,0.021,-0.02,4.34296,0.00886,-0.00886,120272.0,284.0,-284.0,56.15,16.36,-8.81,1343.0,,,768.47,657.38,-284.91,502.0,1.0,q1_q17_dr25_tce,6033.0,163.0,-181.0,4.398,0.108,-0.201,1.026,0.299,-0.161,19h54m51.97s,+47d00m52.3s,13.053,
6139,10129482,K07288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.846291334,4.3e-08,-4.3e-08,132.1935855,4.23e-05,-4.23e-05,0.779,0.047,-0.03,1.79962,0.00338,-0.00338,190191.0,0.0,0.0,30.8,1.82,-1.99,1243.0,,,562.86,147.63,-126.97,1049.3,1.0,q1_q17_dr25_tce,4627.0,139.0,-139.0,4.721,0.048,-0.028,0.526,0.031,-0.034,19h07m21.69s,+47d10m23.9s,15.994,
6140,10155080,K07289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.930451347,3.52e-07,-3.52e-07,131.770748,0.00014,-0.00014,1.121,0.102,-0.08,3.87956,0.0081,-0.0081,53075.2,96.1,-96.1,58.77,19.92,-6.64,1623.0,,,1637.68,1684.78,-557.25,602.3,1.0,q1_q17_dr25_tce,6154.0,193.0,-265.0,4.399,0.07,-0.21,1.168,0.396,-0.132,19h46m47.66s,+47d08m15.9s,13.017,
6141,10156064,K07290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.427967843,6.09e-07,-6.09e-07,133.598772,0.000198,-0.000198,0.954,0.02,-0.019,4.7847,0.012,-0.012,126975.0,329.0,-329.0,108.33,30.46,-20.3,2275.0,,,6328.22,5269.33,-2809.79,472.8,1.0,q1_q17_dr25_tce,7652.0,214.0,-322.0,4.104,0.135,-0.165,1.921,0.54,-0.36,19h47m58.42s,+47d08m47.9s,10.367,
6142,11198723,K07417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.840305932,4.24e-07,-4.24e-07,137.5713643,5.1e-05,-5.1e-05,1.094,0.084,-0.13,4.32742,0.00366,-0.00366,124933.0,50.6,-50.6,62.08,18.12,-6.02,945.0,,,188.58,161.49,-54.1,2025.7,1.0,q1_q17_dr25_tce,5970.0,161.0,-197.0,4.521,0.05,-0.2,0.908,0.265,-0.088,19h42m48.11s,+48d50m03.2s,15.445,
6144,11200773,K07419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.489550708,4.9e-07,-4.9e-07,132.044138,0.000165,-0.000165,1.185,0.199,-0.105,2.84685,0.00873,-0.00873,29838.9,69.5,-69.5,36.91,9.3,-3.11,1281.0,,,636.43,473.53,-158.38,443.6,1.0,q1_q17_dr25_tce,6018.0,163.0,-163.0,4.569,0.044,-0.176,0.794,0.2,-0.067,19h45m54.57s,+48d51m13.4s,13.669,
6145,11228612,K07420.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.980479588,1.78e-07,-1.78e-07,134.40206,4.97e-05,-4.97e-05,0.479,0.024,-0.012,3.72527,0.00164,-0.00164,375343.0,148.0,-148.0,70.52,20.81,-11.25,1370.0,,,833.83,722.33,-312.37,1737.7,1.0,q1_q17_dr25_tce,6065.0,164.0,-182.0,4.377,0.124,-0.186,1.047,0.309,-0.167,18h50m25.73s,+48d58m05.7s,14.647,
6146,11232745,K07421.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.81712182,6.67e-07,-6.67e-07,133.10276,0.000111,-0.000111,1.233,0.009,-0.141,2.45699,0.00482,-0.00482,35756.4,70.2,-70.2,43.45,8.68,-3.72,922.0,,,170.42,105.47,-44.11,445.3,1.0,q1_q17_dr25_tce,5419.0,161.0,-161.0,4.581,0.032,-0.128,0.795,0.159,-0.068,19h01m52.95s,+48d55m38.3s,15.973,
6147,11233911,K07422.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.479948394,8.52e-07,-8.52e-07,133.643169,0.000277,-0.000277,0.67,0.03,-0.015,5.7219,0.0204,-0.0204,150682.0,517.0,-517.0,35.62,6.76,-3.12,1169.0,,,441.85,261.24,-111.77,489.6,1.0,q1_q17_dr25_tce,5391.0,160.0,-144.0,4.539,0.051,-0.119,0.822,0.156,-0.072,19h04m29.44s,+48d55m24.4s,14.742,
6148,11234677,K07423.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.58742695,1.12e-07,-1.12e-07,131.9849807,5.63e-05,-5.63e-05,0.718,0.012,-0.002,2.66475,0.00216,-0.00216,76162.0,114.0,-114.0,37.64,12.68,-5.43,1893.0,,,3023.98,2879.99,-1061.95,1150.7,1.0,q1_q17_dr25_tce,6440.0,144.0,-192.0,4.313,0.09,-0.195,1.241,0.418,-0.179,19h06m28.24s,+48d59m48.5s,13.296,
6159,3973002,K06376.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.992098705,1.93e-07,-1.93e-07,132.891052,8.06e-05,-8.06e-05,1.069,0.041,-0.02,4.03833,0.00379,-0.00379,69414.0,52.5,-52.5,45.85,13.39,-4.49,1435.0,,,1006.31,863.45,-290.16,1186.0,1.0,q1_q17_dr25_tce,6024.0,163.0,-199.0,4.523,0.05,-0.2,0.9,0.263,-0.088,19h44m00.51s,+39d00m01.8s,14.985,
6162,5025294,K06498.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.462689263,6.543e-06,-6.543e-06,134.26516,0.000971,-0.000971,1.298,6.72,-0.207,3.2605,0.0523,-0.0523,4184.6,61.3,-61.3,36.25,9.72,-4.16,1024.0,,,260.14,204.83,-77.33,82.6,1.0,q1_q17_dr25_tce,5929.0,159.0,-159.0,4.479,0.078,-0.182,0.888,0.238,-0.102,19h41m48.25s,+40d10m32.3s,13.266,
6166,5036516,K06502.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.060996585,3.695e-06,-3.695e-06,132.53457,0.00415,-0.00415,1.141,0.08,-0.071,2.6494,0.0103,-0.0103,41142.0,125.0,-125.0,64.99,17.79,-21.75,1968.0,,,3542.31,3084.77,-2154.77,339.5,1.0,q1_q17_dr25_tce,5433.0,197.0,-164.0,4.154,0.331,-0.178,1.348,0.369,-0.451,19h51m30.15s,+40d06m26.9s,14.34,
6169,5802285,K06627.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.208524388,3.81e-07,-3.81e-07,131.985195,0.000238,-0.000238,1.259,2.644,-0.167,1.8478,0.0149,-0.0149,4759.6,27.5,-27.5,26.71,2.7,-2.21,1286.0,,,647.48,227.48,-166.04,181.3,1.0,q1_q17_dr25_tce,4963.0,136.0,-151.0,4.63,0.03,-0.06,0.701,0.071,-0.058,19h40m26.02s,+41d04m26.6s,15.349,
6170,5802470,K06628.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.79187443,3.26e-07,-3.26e-07,134.134368,7.07e-05,-7.07e-05,0.798,0.011,-0.117,3.5521,0.00473,-0.00473,230736.0,143.0,-143.0,47.49,9.59,-3.22,1004.0,,,240.31,150.25,-53.02,1111.9,1.0,q1_q17_dr25_tce,5622.0,168.0,-151.0,4.619,0.032,-0.128,0.723,0.146,-0.049,19h40m37.51s,+41d03m09.2s,13.764,
6176,6706287,K06761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.267693801,1.75e-07,-1.75e-07,132.120397,0.000112,-0.000112,0.589,0.018,-0.025,3.57993,0.00624,-0.00624,333641.0,391.0,-391.0,64.84,17.54,-11.67,1606.0,,,1572.85,1341.59,-642.72,713.8,1.0,q1_q17_dr25_tce,5446.0,191.0,-172.0,4.388,0.162,-0.198,0.961,0.26,-0.173,19h42m42.49s,+42d06m40.9s,13.62,
6183,7622072,K06894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,6.373454978,3.04e-06,-3.04e-06,136.899832,0.000398,-0.000398,1.284,0.161,-0.104,3.9377,0.0198,-0.0198,6084.6,28.2,-28.2,51.6,14.36,-15.97,1169.0,,,441.1,369.32,-252.32,258.1,1.0,q1_q17_dr25_tce,5953.0,177.0,-159.0,4.161,0.344,-0.185,1.254,0.349,-0.388,19h43m41.45s,+43d17m09.2s,13.583,
6184,7630658,K06895.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.075577069,7.8e-08,-7.8e-08,131.558551,6.15e-05,-6.15e-05,0.886,0.029,-0.027,4.11779,0.00227,-0.00227,140584.0,62.9,-62.9,69.11,18.66,-18.65,2094.0,,,4551.51,3756.45,-2447.2,1589.6,1.0,q1_q17_dr25_tce,6011.0,189.0,-210.0,4.217,0.246,-0.184,1.267,0.342,-0.342,19h51m39.65s,+43d15m22.3s,13.893,
6192,8374499,K07026.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.251918489,1.19e-07,-1.19e-07,136.74098,1.86e-05,-1.86e-05,0.317,0.006,-0.001,5.59653,0.0,0.0,296478.0,33.4,-33.4,51.51,15.42,-5.15,1060.0,,,299.43,262.62,-87.22,6979.7,1.0,q1_q17_dr25_tce,6099.0,164.0,-200.0,4.511,0.05,-0.2,0.919,0.275,-0.092,19h40m00.13s,+44d19m15.7s,14.912,
6193,8378656,K07027.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.62944008,1.21e-07,-1.21e-07,134.701164,2.76e-05,-2.76e-05,0.253,0.015,-0.004,5.94104,0.00389,-0.00389,130083.0,29.5,-29.5,40.08,11.99,-6.45,1351.0,,,787.91,690.91,-296.76,5131.4,1.0,q1_q17_dr25_tce,6284.0,169.0,-188.0,4.355,0.108,-0.186,1.093,0.327,-0.176,19h45m11.37s,+44d19m58.8s,12.789,
6195,8379547,K07029.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.042029838,4.402e-06,-4.402e-06,132.205367,0.000606,-0.000606,0.689,0.033,-0.025,8.0666,0.0426,-0.0426,132864.0,693.0,-693.0,23.94,2.08,-1.67,729.0,,,66.7,22.96,-16.2,312.5,1.0,q1_q17_dr25_tce,5030.0,165.0,-165.0,4.67,0.055,-0.055,0.587,0.051,-0.041,19h46m13.81s,+44d18m36.8s,13.373,
6196,8381592,K07030.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.892087553,4.3e-07,-4.3e-07,133.201742,0.000126,-0.000126,1.062,0.043,-0.039,3.16757,0.00549,-0.00549,71631.0,124.0,-124.0,47.55,13.07,-6.53,1225.0,,,531.42,440.96,-181.48,563.9,1.0,q1_q17_dr25_tce,5622.0,169.0,-169.0,4.443,0.101,-0.174,0.924,0.254,-0.127,19h48m26.52s,+44d23m59.5s,15.599,
6203,9357275,K07165.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.588298157,1.81e-07,-1.81e-07,132.1833032,9.03e-05,-9.03e-05,0.855,0.016,-0.013,4.37027,0.00538,-0.00538,165034.0,146.0,-146.0,120.0,30.2,-30.2,2773.0,,,13941.82,10787.08,-7268.88,1071.6,1.0,q1_q17_dr25_tce,7742.0,244.0,-298.0,4.024,0.187,-0.153,2.094,0.527,-0.527,19h48m48.59s,+45d50m59.5s,12.186,
6205,9392702,K07167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.909314318,6.56e-07,-6.56e-07,131.8944811,8.3e-05,-8.3e-05,0.776,0.014,-0.002,5.36124,0.00585,-0.00585,97123.4,97.4,-97.4,42.54,13.02,-6.52,1364.0,,,819.78,733.88,-298.33,1587.6,1.0,q1_q17_dr25_tce,6425.0,171.0,-190.0,4.341,0.101,-0.188,1.143,0.35,-0.175,19h04m16.70s,+45d54m02.1s,14.618,
6209,10189523,K07293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.013922622,7.03e-07,-7.03e-07,132.414157,0.000545,-0.000545,1.178,6.727,-0.097,1.6393,0.033,-0.033,34957.0,507.0,-507.0,31.98,3.07,-2.82,1392.0,,,883.9,325.05,-233.04,79.8,1.0,q1_q17_dr25_tce,5110.0,169.0,-153.0,4.618,0.066,-0.044,0.647,0.062,-0.057,18h52m02.87s,+47d14m19.0s,15.856,
6211,10208759,K07295.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.287515702,2.18e-07,-2.18e-07,132.3567704,7.8e-05,-7.8e-05,0.346,0.002,-0.002,10.0879,0.00572,-0.00572,358575.0,195.0,-195.0,86.76,29.19,-10.42,1801.0,,,2484.21,2404.08,-840.48,3017.9,1.0,q1_q17_dr25_tce,6773.0,166.0,-261.0,4.306,0.056,-0.21,1.391,0.468,-0.167,19h29m01.36s,+47d17m10.7s,13.99,
6216,11240948,K07425.01,,FALSE POSITIVE,FALSE POSITIVE,0.136,0,1,0,0,3.401949837,5.442e-06,-5.442e-06,134.6247,0.00138,-0.00138,0.958,0.003,-0.003,16.5797,0.0899,-0.0899,2477.0,12.9,-12.9,14.32,2.96,-4.44,2076.0,,,4391.35,2730.29,-2565.99,304.0,1.0,q1_q17_dr25_tce,7094.0,193.0,-236.0,3.905,0.277,-0.092,2.17,0.449,-0.673,19h20m25.63s,+48d54m12.2s,12.471,
6217,11250867,K07428.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.252822538,1.34e-07,-1.34e-07,131.6331462,4.86e-05,-4.86e-05,0.621,0.044,-0.012,3.41062,0.00162,-0.00162,269847.0,92.2,-92.2,57.6,15.02,-8.12,1462.0,,,1078.82,827.5,-373.23,1575.9,1.0,q1_q17_dr25_tce,6116.0,164.0,-182.0,4.431,0.105,-0.18,0.951,0.248,-0.134,19h39m53.80s,+48d56m40.5s,13.387,
6219,11285625,K07431.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.39525573,6.813e-06,-6.813e-06,131.542553,0.001,-0.001,1.0,0.207,-0.138,7.8377,0.0568,-0.0568,104242.0,689.0,-689.0,152.74,27.73,-64.66,1992.0,,,3721.55,2077.25,-2647.35,175.7,1.0,q1_q17_dr25_tce,7216.0,201.0,-251.0,3.768,0.392,-0.098,2.804,0.509,-1.187,19h00m51.89s,+49d05m22.1s,10.143,
6225,3973504,K06377.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.318726936,8.68e-07,-8.68e-07,131.605675,0.000172,-0.000172,0.867,0.41,-0.058,2.67349,0.00993,-0.00993,59429.0,181.0,-181.0,29.74,9.15,-3.05,1091.0,,,334.31,308.93,-98.65,394.4,1.0,q1_q17_dr25_tce,5896.0,176.0,-193.0,4.518,0.05,-0.213,0.916,0.282,-0.094,19h44m22.81s,+39d03m19.6s,15.69,
6229,4069063,K06381.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.504296702,1.36e-07,-1.36e-07,131.905285,0.000187,-0.000187,1.2942,0.1195,-0.2473,1.4145,0.0377,-0.0377,5995.4,49.7,-49.7,50.41,16.69,-10.45,2694.0,,,12445.73,12088.67,-5492.41,231.8,1.0,q1_q17_dr24_tce,6140.0,166.0,-178.0,4.243,0.204,-0.204,1.187,0.393,-0.246,19h38m14.03s,+39d08m15.5s,13.318,
6230,4069213,K06382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.194256813,4.16e-07,-4.16e-07,134.5723735,6.51e-05,-6.51e-05,0.378,0.015,-0.004,7.25775,0.00373,-0.00373,38851.4,19.9,-19.9,41.77,5.67,-10.53,1546.0,,,1349.96,497.38,-630.47,2390.4,1.0,q1_q17_dr25_tce,6100.0,91.0,-73.0,3.895,0.196,-0.084,2.086,0.283,-0.526,19h38m22.97s,+39d11m37.5s,12.739,
6234,5036538,K06504.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.061008464,8.3e-08,-8.3e-08,132.5213941,6.56e-05,-6.56e-05,0.477,0.015,-0.01,2.8029,0.0021,-0.0021,408767.0,220.0,-220.0,32.58,2.8,-5.17,1002.0,,,238.59,73.69,-92.34,997.7,1.0,q1_q17_dr25_tce,4239.0,112.0,-150.0,4.793,0.091,-0.039,0.454,0.039,-0.072,19h51m30.72s,+40d06m28.7s,13.349,
6238,5078879,K06508.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.039370613,2.23e-07,-2.23e-07,131.62419,0.000176,-0.000176,0.976,0.067,-0.002,1.0713,0.0131,-0.0131,743.6,2.7,-2.7,12.6,2.03,-5.1,3320.0,,,28690.6,14463.62,-19586.35,182.9,1.0,q1_q17_dr25_tce,6429.0,176.0,-176.0,3.615,0.36,-0.09,3.137,0.508,-1.269,18h56m27.63s,+40d14m36.8s,13.028,
6240,5080652,K06510.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.072177815,3.94e-07,-3.94e-07,133.095727,0.000158,-0.000158,0.641,0.015,-0.012,4.54864,0.00921,-0.00921,293717.0,587.0,-587.0,46.55,7.65,-3.57,1204.0,,,495.23,259.05,-116.19,590.7,1.0,q1_q17_dr25_tce,5519.0,163.0,-147.0,4.621,0.035,-0.105,0.718,0.118,-0.055,19h00m04.90s,+40d17m54.6s,15.08,
6244,5962514,K06639.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.790046373,4.936e-06,-4.936e-06,132.1225,0.00771,-0.00771,0.65,1.176,-0.056,4.9939,0.0794,-0.0794,149304.0,1306.0,-1306.0,56.93,21.3,-7.08,2541.0,,,9873.85,10934.21,-3490.55,174.5,1.0,q1_q17_dr25_tce,6785.0,189.0,-283.0,4.321,0.058,-0.232,1.342,0.502,-0.167,19h30m09.57s,+41d12m41.7s,14.838,
